name,gender,usage,category
ブランチ,,l,"old english, modern"
ブレヴィンズ,,l,"old english, modern"
チェン,,l,modern
ケア,,l,"old english, modern"
マコーネル,,l,"old english, modern"
ハットフィールド,,l,"old english, modern"
ハーディング,,l,"old english, modern"
アシュリー,"m, f","f, l","old english, modern"
ソリス,,l,modern
ハーマン,m,l,"old english, modern"
フロスト,,"f, l","old english, modern"
ジャイルズ,,l,"old english, modern"
ブラックバーン,,l,"old english, modern"
ウィリアム,m,"f, l","old english, modern"
ペニングトン,,l,"old english, modern"
ウッドワード,,l,"old english, modern"
フィンレー,,l,"old english, modern"
マッキントッシュ,,l,"old english, modern"
コッホ,,l,"old english, modern"
ベスト,,l,"old english, modern"
ソロモン,m,"f, l","old english, modern"
マッカロウ,,l,"old english, modern"
ダドリー,m,"f, l","old english, modern"
ノーラン,m,"f, l","old english, modern"
ブランチャード,,l,"old english, modern"
リバス,,l,modern
ブレナン,,l,"old english, modern"
メヒア,,l,modern
ケイン,m,"f, l","old english, modern"
ベントン,,l,"old english, modern"
ジョイス,f,"f, l","old english, modern"
バックリー,,l,"old english, modern"
ヘイリー,f,"f, l","old english, modern"
バレンタイン,f,"f, l","old english, modern"
マドックス,,l,"old english, modern"
ルッソ,,l,modern
マクナイト,,l,"old english, modern"
バック,m,"f, l","old english, modern"
ムーン,f,"f, l","old english, modern"
マクミラン,,l,"old english, modern"
クロスビー,,l,"old english, modern"
バーグ,,l,"old english, modern"
ドットソン,,l,"old english, modern"
メイズ,,l,"old english, modern"
ローチ,,l,"old english, modern"
チャーチ,,l,"old english, modern"
チャン,,l,modern
リッチモンド,,l,"old english, modern"
メドウズ,,l,"old english, modern"
フォークナー,,l,"old english, modern"
オニル,,l,"old english, modern"
ナップ,,l,"old english, modern"
クライネ,,l,"old english, modern"
バリー,m,"f, l","old english, modern"
オチョア,,l,modern
ジェイコブソン,,l,"old english, modern"
ゲイ,,l,"old english, modern"
エイブリー,m,"f, l","old english, modern"
ヘンドリックス,,l,"old english, modern"
ホルン,,l,"old english, modern"
シェパル,,l,"old english, modern"
エバート,,l,"old english, modern"
チェリー,,l,"old english, modern"
カルデナス,,l,modern
マッキンタイア,,l,"old english, modern"
ホイットニー,f,"f, l","old english, modern"
ウォーラー,,l,"old english, modern"
ホルマン,,l,"old english, modern"
ダナルソン,,l,"old english, modern"
カントゥ,,l,modern
テレル,m,"f, l","old english, modern"
モリン,,l,"old english, modern"
ギレスピー,,l,"old english, modern"
フエンテス,,l,modern
ティルマン,,l,"old english, modern"
サンフォード,,l,"old english, modern"
ベントレー,,l,"old english, modern"
ペック,,l,"old english, modern"
キー,,l,"old english, modern"
サラス,,l,modern
ローリンズ,,l,"old english, modern"
ギャンブル,,l,"old english, modern"
ディックソン,,l,"old english, modern"
バトル,,l,"old english, modern"
サンタナ,,l,modern
カブレラ,,l,modern
セルバンテス,,l,modern
ハウ,,l,"old english, modern"
ヒントン,,l,"old english, modern"
ハーリー,,l,"old english, modern"
スペンス,m,"f, l","old english, modern"
ザモラ,,l,modern
ヤン,,l,modern
マクニール,,l,"old english, modern"
スアレス,,l,modern
ケース,m,"f, l","old english, modern"
ペティ,,l,"old english, modern"
グールド,,l,"old english, modern"
マクファーランド,,l,"old english, modern"
サンプソン,,l,"old english, modern"
カーヴァー,,l,"old english, modern"
ブレイ,,l,"old english, modern"
ロザリオ,,l,modern
マクダナルド,,l,"old english, modern"
スタウト,,l,"old english, modern"
ヘスター,,l,"old english, modern"
メレンデス,,l,modern
ディロン,,l,"old english, modern"
ファーレイ,f,"f, l","old english, modern"
ホッパー,,l,"old english, modern"
ギャロウェイ,,l,"old english, modern"
ポッツ,,l,"old english, modern"
バーナード,m,"f, l","old english, modern"
ジョイナー,,l,"old english, modern"
スタイン,,l,"old english, modern"
アギレ,,l,modern
オズボン,,l,"old english, modern"
マーサー,,l,"old english, modern"
ベンダー,,l,"old english, modern"
フランコ,,l,"old english, modern"
ローランド,,l,"old english, modern"
サイクス,,l,"old english, modern"
ベンジャミン,m,"f, l","old english, modern"
トラビス,m,"f, l","old english, modern"
ピケット,,l,"old english, modern"
クレイン,,l,"old english, modern"
シアーズ,,l,"old english, modern"
ダンラップ,,l,"old english, modern"
ヘイデン,m,"f, l","old english, modern"
ワイルダー,,l,"old english, modern"
マッケイ,,l,"old english, modern"
コフィー,,l,"old english, modern"
マカーティ,,l,"old english, modern"
ユイング,,l,"old english, modern"
クーリー,,l,"old english, modern"
ヴォーン,,l,"old english, modern"
ボナー,,l,"old english, modern"
コットン,,l,"old english, modern"
ホルダー,,l,"old english, modern"
スターク,,l,"old english, modern"
フェレル,,l,"old english, modern"
カントレル,,l,"old english, modern"
フルトン,,l,"old english, modern"
リン,f,"f, l","old english, modern"
ロット,,l,"old english, modern"
カルデロン,,l,modern
ローザ,,l,modern
ポラード,,l,"old english, modern"
フーパー,,l,"old english, modern"
バーチ,,l,"old english, modern"
マレン,,l,"old english, modern"
フライ,,l,"old english, modern"
リドル,m,"f, l","old english, modern"
レヴィ,,l,"old english, modern"
デイビッド,m,"f, l","old english, modern"
デューク,m,"f, l","old english, modern"
オドネル,,l,"old english, modern"
ガイ,m,"f, l","old english, modern"
マイケル,m,"f, l","old english, modern"
ブリット,,l,"old english, modern"
フレデリック,m,"f, l","old english, modern"
ドハティ,,l,"old english, modern"
バーガー,,l,"old english, modern"
ディラード,,l,"old english, modern"
アルストン,,l,"old english, modern"
ジャービス,,l,"old english, modern"
フレイ,,l,"old english, modern"
リッグス,,l,"old english, modern"
チェイニー,,l,"old english, modern"
オドム,,l,"old english, modern"
ダフィ,,l,"old english, modern"
フィッツパトリック,,l,"old english, modern"
バレンスエラ,,l,modern
メリル,,l,"old english, modern"
メイヤー,,l,"old english, modern"
アルフォード,,l,"old english, modern"
マクファーソン,,l,"old english, modern"
アセベド,,l,modern
ドノバン,,l,"old english, modern"
バレラ,,l,modern
アルバート,,l,"old english, modern"
コート,,l,"old english, modern"
レイリー,,l,"old english, modern"
コンプトン,m,"f, l","old english, modern"
レイモンド,m,"f, l","old english, modern"
ムーニー,,l,"old english, modern"
マクガワン,,l,"old english, modern"
クラフト,,l,"old english, modern"
クリーブランド,,l,"old english, modern"
クレモンズ,,l,"old english, modern"
ウィン,,l,"old english, modern"
ニールセン,,l,"old english, modern"
#ベアード,,l,"old english, modern"
スタントン,,l,"old english, modern"
スニダー,,l,"old english, modern"
ロサレス,,l,modern
ブライト,,l,"old english, modern"
ウィット,,l,"old english, modern"
スチュアート,m,"f, l","old english, modern"
ヘイス,,l,"old english, modern"
ホールデン,m,"f, l","old english, modern"
ラトリッジ,,l,"old english, modern"
キニー,,l,"old english, modern"
クレメンツ,,l,"old english, modern"
カスタネダ,,l,modern
スレーター,,l,"old english, modern"
ハーン,,l,"old english, modern"
エマーソン,,l,"old english, modern"
コンラッド,m,"f, l","old english, modern"
バークス,,l,"old english, modern"
デラニー,,l,"old english, modern"
ペイト,,l,"old english, modern"
ランカスター,,l,"old english, modern"
スイート,,l,"old english, modern"
ジャスティス,,l,"old english, modern"
タイソン,m,"f, l","old english, modern"
シャルプ,,l,"old english, modern"
ホイットフィールド,,l,"old english, modern"
タリー,,l,"old english, modern"
マシアス,,l,modern
アーウィン,m,"m, l","old english, modern"
バリス,,l,"old english, modern"
ラトリフ,,l,"old english, modern"
マクレイ,,l,"old english, modern"
マデン,,l,"old english, modern"
カウフマン,,l,"old english, modern"
ビーチ,,l,"old english, modern"
ゴフ,,l,"old english, modern"
キャッシュ,,l,"old english, modern"
ボルトン,,l,"old english, modern"
マクファデン,,l,"old english, modern"
レビン,,l,"old english, modern"
グッド,,l,"old english, modern"
バイヤーズ,,l,"old english, modern"
カークランド,,l,"old english, modern"
キッド,,l,"old english, modern"
ワークマン,,l,"old english, modern"
カーニー,,l,"old english, modern"
デール,m,"f, l","old english, modern"
マクレオド,,l,"old english, modern"
ホルコム,,l,"old english, modern"
イングランド,,l,"old english, modern"
フィンチ,,l,"old english, modern"
バート,m,"f,l","old english, modern"
ヘンドリクス,,l,"old english, modern"
ソーサ,,l,modern
ヘイニー,,l,"old english, modern"
フランクス,,l,"old english, modern"
サージェント,,l,"old english, modern"
ニエベス,,l,"old english, modern"
ダウンズ,,l,"old english, modern"
ラスムッセン,,l,"old english, modern"
ベルド,,l,"old english, modern"
ヒューイット,,l,"old english, modern"
リンゼイ,f,"f,l","old english, modern"
フォアマン,,l,"old english, modern"
バレンシア,,l,modern
オーニル,,l,"old english, modern"
デラクルス,,l,modern
ヴィンソン,,l,"old english, modern"
デヘスス,,l,modern
ハイド,,l,"old english, modern"
フォーブス,,l,"old english, modern"
ギリアム,,l,"old english, modern"
ガスリー,,l,"old english, modern"
ウートン,,l,"old english, modern"
ヒューバー,,l,"old english, modern"
バーロウ,,l,"old english, modern"
ボイル,,l,"old english, modern"
マクマホン,,l,"old english, modern"
バックナー,,l,"old english, modern"
ロチャ,,l,modern
パケット,,l,"old english, modern"
ラングレー,,l,"old english, modern"
ノウルズ,,l,"old english, modern"
クーク,,l,"old english, modern"
ヴェラスケス,,l,modern
ホワイトリー,,l,"old english, modern"
ノエル,f,"f, l","old english, modern"
ヴァング,,l,modern
リバー,f,f,modern
オーシャン,"m, f","f, l",modern
アラスター,m,"f, l","old english, modern"
フレイヤ,f,f,"modern, myth"
,,,
エスター,f,f,"old english, modern"
アビゲイル,f,f,"old english, modern"
エマニュエル,m,f,modern
ガブリエル,m,f,modern
ハリアー,m,f,modern
デュ・ボワ,,l,modern
ターンアバウト,,l,modern
バソナ,,l,world
アタテケン,,l,world
ナレス,,l,world
ヘイゼン,,l,world
スノーバンク,,l,world
アナディル,,l,world
コルヴァ,,l,world
オネガ,,l,world
ヴォロンヤ,f,f,world
スナ,,l,world
マルカ,f,f,world
トボル,,l,world
カトゥン,,l,world
ケタ,,l,world
カーチャ,,l,world
オルホン,,l,world
モロド,,l,world
モロイ,,l,world
キレンガ,,l,world
チェルナヤ,,l,world
ゼヤ,,l,world
トランブレイ,,l,world
ガニョン,,l,world
デジャルダン,,l,world
ゴティエ,,l,world
ベルジェロン,,l,world
ブランジェ,,l,world
ブシャール,,l,world
ペレティエ,,l,world
ガニェ,,l,world
ラヴォワ,,l,world
フォルタン,,l,world
ルヴェック,,l,world
メルロー,,l,world
メルカイヨン,,l,world
モワーズ,,l,world
ジャカール,,l,world
ムーリニエ,,l,world
カロ,,l,world
コタン,,l,world
モクタール,,l,world
アダモス,,l,world
ジファス,,l,world
シデリス,,l,world
ロジ,,l,world
ペルソポウロス,,l,world
オタノス,,l,world
マサリス,,l,world
ネフス,,l,world
イラクリディス,,l,world
カザン,,l,world
クロニス,,l,world
アンジェリス,,l,world
バラスカ,,l,world
エトス,,l,world
ユザー,m,f,world
シャーボーク,,l,world
モン・ロイヤル,,l,world
ロリエ,,l,world
ロズモン,,l,world
ボービエン,,l,world
ボードリー,,l,world
パピノー,,l,world
フロンテナック,,l,world
ジョリエット,,l,world
アングリニョン,,l,world
ヴェルダン,,l,world
ラサール,,l,world
アトウォーター,,l,world
ジャン・タロン,,l,world
トール,m,f,myth
ゼウス,m,f,myth
イシス,f,f,myth
イシュタル,f,f,myth
ミン,m,f,myth
ラー,m,f,myth
オシリス,m,f,myth
アヌビス,m,f,myth
セト,m,f,myth
ハトホル,f,f,myth
ワジェト,f,f,myth
カーリー,f,f,myth
エニョ,f,f,myth
アテナ,f,f,"myth, modern"
ミネルヴァ,f,f,myth
ヴァルダ,f,f,myth
ゾルヤ,f,f,myth
エンキ,m,f,myth
ギルガメッシュ,m,f,myth
ヘラクレス,m,f,myth
ヘクトル,m,f,myth
ヘレン,f,f,"myth, modern"
パリス,m,f,myth
エネアス,m,f,myth
アルテミス,f,f,myth
アレス,m,f,myth
ヘルメス,m,f,myth
ポセイドン,m,f,myth
アポロ,m,f,myth
ヘラ,f,f,myth
エーリス,f,f,myth
イクシェル,f,f,myth
未来,f,f,future
ナサ,,f,future
カリフォルニア,f,l,future
ネバダ,f,l,future
アメリカ,,f,future
アラスカ,f,f,future
ソユーズ,f,f,future
#バイカル,m,f,future
ヴォルナ,f,f,future
技術者,,l,future
フィオーレ,,l,future
ハンタ,,l,future
ユアドン,,l,future
ディジエット,f,f,future
ルイテン,,l,future
カクリ,,l,future
ソル,m,f,future
ルナ,f,f,future
シリウス,,l,future
プロキオン,,l,future
ケンタウリ,,l,future
プロキシマ,,l,future
アクアリ,,l,future
エリダニ,,l,future
ラカイユ,,l,future
シグニ,,l,future
タウ・ケチ,,l,future
グリーゼ,,l,future
プルート,m,f,future
エーリス,f,f,future
セドナ,f,f,"future, myth"
カロン,m,f,"future, myth"
ケレス,f,f,"future, myth"
水星,m,f,"future, myth"
火星,m,f,"future, myth"
金星,f,f,"future, myth"
アード,f,f,"future, myth"
アレス,m,f,"future, myth"
木星,m,f,"future, myth"
土星,m,f,"future, myth"
天王星,m,f,"future, myth"
海王星,m,f,"future, myth"
オリオン,m,f,"future, myth"
オルクス,m,f,"future, myth"
ヴァルナ,f,f,"future, myth"
エリジウム,,l,"future, myth"
ヘラス,,l,future
キメリア,,l,future
エリダニア,,l,future
タルシス,,l,future
オリンポス,,l,"future, myth"
デネブ,,l,future
フォボス,,l,"future, myth"
ダイモス,,l,"future, myth"
イオ,f,"f, l","future, myth"
エウロパ,f,"f, l","future, myth"
カリスト,f,"f, l","future, myth"
ガニメデ,m,"f, l","future, myth"
タイタン,m,"f, l","future, myth"
ティタニア,f,f,"future, myth"
トリトン,m,"f, l","future, myth"
ミマス,m,"f, l",future
コモン,,l,future
ダトゥス,,l,future
サマースター,,l,future
ボルタ,m,f,future
ミラス,f,f,future
ユラニア,f,f,future
エリム,m,f,future
トリニティ,f,f,future
#ステーション,,l,future
オービタル,,l,future
ギャラリー,,l,future
ダスト,,l,future
エジプト,"m, f","f, l",future
ペルシャ,"m, f","f, l",future
パタゴニア,,l,future
アラフラ,f,f,future
キャンピオン,m,f,future
アドラナ,f,f,future
パースレイン,f,f,future
ベトニー,f,f,"old english, modern"
ガリンゲイル,m,f,future
ヘスペルス,m,f,"future, myth"
カデンス,f,f,future
カスケード,m,f,future
フェスキュー,m,f,future
ラブラドール,m,l,future
シベリア,f,l,future
オベロン,m,"f, l","future, myth"
メガス,m,f,future
メガレ,f,f,future
ダジェイル,f,f,future
月曜日,"m, f",f,"modern, future"
水曜日,f,f,"modern, future"
金曜日,m,f,"modern, future"
カナダ,"m, f",f,future
メキシコ,m,f,future
シエラ・アスール,,l,future
ロマ・プリエタ,,l,future
アノ・ヌエボ,,l,future
チコモズトク,,l,future
イヴェール,,l,future
セカンド,,"f, l",future
サード,,"f, l",future
フォース,,"f, l",future
ツー,,"f, l",future
スリー,,"f, l",future
フォー,,"f, l",future
ファーストシフト,,l,future
セカンドシフト,,l,future
サードシフト,,l,future
クライオボーン,,l,future
オーグメント,,l,future
アーティフィス,f,f,future
シンビオート,"m, f",f,future
ウルトラ,f,f,future
ペリヘリオン,f,f,future
アペリオン,m,f,future
ベルター,,l,future
ストレンジレット,,l,future
スペースボーン,,l,future
ヒュギエイア,f,f,"myth, future"
キュベレー,f,f,"myth, future"
オーロラ,f,f,"myth, future"
ユーロパニアン,,l,future
マルス人,,l,future
ヴィーナス人,,l,future
ルナール,,l,future
セレア人,,l,future
タイタニアン,,l,future
テンスゲン,,l,future
オクタジェンズ,,l,future
インターステラ,,l,future
X,,l,future
ニル,,"f, l",future
ゼロ,m,f,future
ケンタウルス人,,l,future
セティアン,,l,future
ロッシアン,,l,future
ケンタウリアン,,l,future
セリアン,,l,future
ヴィーガン,,l,future
ルイテン人,,l,future
プロミクサ,,l,future
モルセン,,l,future
クエル,,l,future
クリンカー,,l,future
プロゾール,f,f,future
ハスパー,m,f,future
ゾスマ,f,f,future
ウェゼン,m,f,future
トルクラ,,l,future
ザウラク,,l,future
スハイル,,l,future
シェリアク,f,f,future
ラサラス,,l,future
ロタネヴ,,l,future
ポリス,,l,future
ポルックス,m,f,myth
ニハル,,l,future
メリディアナ,f,f,future
クマ,f,f,future
イザール,m,f,future
フル,,l,future
ギナン,,l,future
アビオール,,l,future
アルクトゥルス,m,f,myth
アンカー,,l,future
アドラ,,l,future
ヴェラ,f,f,future
ウンブリエル,f,f,future
サンゼッド,,l,future
ナッスン,f,f,future
エッスン,f,f,future
インノン,m,f,future
シャファ,m,f,future
ダマヤ,f,f,future
フレックス,,l,future
トロ,,l,future
スパイラル,,l,future
マリナー,,l,future
エオリス,m,f,future
アルギレ,,l,future
ノアキス,,l,future
デダリア,,l,future
アマゾニス,,l,future
アルカディア,,l,future
シレヌム,,l,future
フレグラ,,l,future
オーストラーレ,,l,future
プロメテイ,,l,future
サーペンティス,,l,future
ネペンテス,,l,future
インブリウム,,l,future
ジュラ,,l,future
ラランデ,,l,future
シュトルーヴェ,,l,future
ウルサ,f,f,myth
チャアク,m,f,myth
カブラカン,m,"f, l",myth
アクナ,f,f,myth
アロム,m,f,myth
シテレアン,,l,future
ハデアン,,l,future
ズン,m,f,"world, future"
メセク,,l,"world, future"
チャンド,,l,"world, future"
スーリヤ,,l,"world, future"
コルシッド,m,f,"world, future"
ティール,m,f,"world, future"
ジンシン,,l,"world, future"
タイヨウ,,l,"world, future"
ツキ,,l,"world, future"
ブラン,f,f,"world, future"
ムウェジ,,l,"world, future"
メンデレーエフ,,l,world
リ,,l,world
ワン,,l,world
ザン,,l,world
リウ,,l,world
チェン,,l,world
ヤン,,l,world
ジャオ,,l,world
ホアン,,l,world
ジョウ,,l,world
ウー,,l,world
シャルマ,,l,world
ヴェルマ,,l,world
グプタ,,l,world
チャタージー,,l,world
セン,,l,world
ボース,,l,world
ナヤール,,l,world
ピライ,,l,world
#ラオ,,l,world
シン,,l,world
ヤダブ,,l,world
カーン,,l,world
シャー,,l,world
メータ,,l,world
パテル,,l,world
パワール,,l,world
ラーム,,l,world
シュー,,l,world
#サン,,l,world
マ,,l,world
佐藤,,l,world
鈴木,,l,world
高橋,,l,world
渡辺,,l,world
伊藤,,l,world
中村,,l,world
小林,,l,world
山本,,l,world
加藤,,l,world
吉田,,l,world
山田,,l,world
桐生,,l,world
キム,,l,world
リー,,l,world
パク,,l,world
チェ,,l,world
チョン,,l,world
カン,,l,world
ユン,,l,world
ジャン,,l,world
リム,,l,world
ハン,,l,world
サントス,,l,world
レイエス,,l,world
クルス,,l,world
バウティスタ,,l,world
オカンポ,,l,world
カヤ,,l,world
デミル,,l,world
ユルマズ,,l,world
グエン,,l,world
トラン,,l,world
ファム,,l,world
フェルナンデス,,l,world
ロドリゲス,,l,world
ゴンザレズ,,l,world
ガルシア,,l,world
ロペス,,l,world
マルティネス,,l,world
ペレス,,l,world
アルバレス,,l,world
ゴメス,,l,world
フロレス,,l,world
ザンブラーノ,,l,world
パーソード,,l,world
トジョン,,l,world
ジーン,,l,world
ディアロ,,l,world
ジュマ,,l,world
オケロ,,l,world
コレア,,l,world
アフメド,,l,world
ガンボルド,,l,world
キラ,,l,world
ロメロ,,l,world
バッティ,,l,world
バローチ,,l,world
メモン,,l,world
ニアジ,,l,world
カドリ,,l,world
ザカリア,,l,world
カデール,,l,world
ファラ,,l,world
オスマン,,l,world
イムラン,,l,world
ソナリ,,l,world
ダルマル,,l,world
イブラヒム,,l,world
ガレット,,l,world
#ダウド,,l,world
アパウソ,,l,world
アデバヨ,,l,world
オニ,,l,world
エゼ,,l,world
オカフォ,,l,world
ダルワラ,,l,world
ダール,,l,world
コレレフ,,l,world
ルフマン,,l,world
ケベ,f,f,world
テミトペ,f,f,world
ンズベ,f,f,world
アヨミデ,f,f,world
オラビシ,f,f,world
ケミ,f,f,world
チムダル,f,f,world
イドリス,m,f,world
オラワレ,m,f,world
アデワレ,m,f,world
オペイエミ,m,f,world
ウチェ,m,f,world
アヨデレ,m,f,world
アバエゼ,m,f,world
ゾプタ,f,f,world
オサ,f,f,world
オバ,m,f,world
ファナ,f,f,world
ゲナット,f,f,world
イスカンダル,m,f,world
ダウィト,m,f,world
ガブラ,m,f,world
ハキム,m,f,world
ネガシ,f,f,world
ザラ,f,f,world
ヤコブ,m,f,world
ラピス,f,f,world
フ,m,f,world
ラニア,f,f,world
サブラ,f,f,world
ヌール,f,f,world
ガマル,m,f,world
アバシ,m,f,world
プトリ,f,f,world
インタン,f,f,world
ヌルル,f,f,world
アユ,f,f,world
アマリア,f,f,world
リオ,m,f,world
ファウジ,m,f,world
ファジャール,m,f,world
ハリーム,m,f,world
チャイヤ,m,f,world
チャンティラ,f,f,world
アラン,m,f,world
アヌラック,m,f,world
ホム,f,f,world
ファ・イン,f,f,world
ドー,f,f,world
ボグダン,m,f,world
アンドン,m,f,world
ボヤナ,f,f,world
フィリパ,f,f,world
ガブリル,m,f,world
ラザール,m,f,world
ラダ,f,f,world
ヨアン,m,f,world
サヴァ,m,f,world
ネヴェナ,f,f,world
ジブコ,m,f,world
アン,f,f,world
ライン,f,f,world
タン,m,f,world
トゥアン,m,f,world
ナム,m,f,world
トゥラン,f,f,world
ナット,m,f,world
ヴァントゥ,m,f,world
クイェット,m,f,world
シム,f,f,world
アイシャ,f,f,world
アミナ,f,f,world
ムーサ,m,f,world
アブドゥ,m,f,world
ハリマ,f,f,world
ザリヤ,f,f,world
ラマ,f,f,world
マリヤ,f,f,world
アド,m,f,world
ザダ,m,f,world
サマ,m,f,world
サルハ,m,f,world
タロン,,l,world
ジャリー,,l,world
アイリーン,f,f,world
ファラ,f,f,world
ナディア,f,f,world
ヴァニア,f,f,world
ニサ,f,f,world
ケジア,f,f,world
ファーレル,m,f,world
ディマス,m,f,world
バユ,m,f,world
アンセル,m,f,world
オリビア,f,f,"world, modern"
エマ,f,f,"old english, modern"
ルイーズ,f,f,modern
リナ,f,f,modern
アリス,f,f,"old english, modern"
ソフィア,f,f,modern
ミア,f,f,modern
アンナ,f,f,"old english, modern"
ジュリエット,f,f,modern
アーサー,m,f,"old english, modern"
ジュール,m,f,modern
ルイ,m,f,modern
リアム,m,f,modern
ヴィクター,m,f,modern
ガブリエラ,f,f,modern
アダム,m,f,"old english, modern"
ベレー,,l,"modern, world"
マロワ,,l,"modern, world"
シャンプー,,l,"modern, world"
ジュトー,,l,"modern, world"
ヴァルクール,,l,"modern, world"
デュガス,,l,"modern, world"
シャソン,,l,"modern, world"
ドロレ,,l,"modern, world"
トロティエ,,l,"modern, world"
ランジュ,,l,"modern, world"
マンガット,,l,"modern, world"
ソン,,l,"modern, world"
ロック,,l,"modern, world"
ヤウ,,l,"modern, world"
ンゴ,,l,"modern, world"
リヒター,,l,"modern, world"
ランキン,,l,"modern, world"
マイアー,,l,"modern, world"
ファン,,l,"modern, world"
アリナ,f,f,world
エスタン,f,f,world
イシュタヌ,f,f,world
ワラド,,l,world
アラム,,l,world
ルサ,,l,world
アラ,"m, f",f,world
アシュール,,l,world
シンナバー,,l,future
メトロ,,l,future
ミンダロ,,l,future
パイン,,l,luddic
サイプレス,,l,luddic
レバノン,,l,world
ペパン,,l,world
ドルワン,,l,world
ローゾン,,l,world
ピロン,,l,world
シトキン,,l,world
アクタン,,l,world
ヌーク,,l,world
ジュニパー,f,"f, l",luddic
ポプラ,,l,luddic
トリー,,l,world
シーダーズ,,l,luddic
ヘムロック,,l,luddic
アネダ,f,"f, l",luddic
チュアン,,l,"modern, world"
ズアン,,l,"modern, world"
グオ,,l,"modern, world"
ホウ,,l,"modern, world"
ジー,f,f,"modern, world"
リーファ,f,f,"modern, world"
ズオ,m,f,"modern, world"
ガオ,m,f,"modern, world"
チャオ,m,f,"modern, world"
アオ,m,f,"modern, world"
モット,,l,world
アナス,f,"f, l",world
ヤリフ,f,,world
チャンドラ,f,"f, l",world
ミットヴォッハ,,l,future
マリクス,m,f,luddic
アラット,f,"f, l","future, world, myth"
ペトラ,f,"f, l","world, luddic"
グラ,f,"f, l",myth
ニン,f,f,world
ケレ,,l,world
バダ,,l,world
マケダ,f,"f, l",world
エザナ,m,"f, l",world
アモン,m,f,"world, myth"
ダッカ,,l,"world, future"
ダラウ,,l,"world, future"
ナワ,,l,"world, future"
コッソ,,l,world
セヴェリン,,l,world
オポチュン,,l,world
ラマナ,,l,world
イェリマ,,l,world
ロージ,,l,world
アジザ,,l,world
アリ,m,"f, l",world
ブルメール,,l,future
ニヴォーズ,,l,future
フリメール,,l,future
プリュヴィオーズ,,l,future
ヴァントーズ,,l,future
フロレアル,,l,future
プレイリアル,,l,future
メッシドール,,l,future
テルミドール,,l,future
ブーディカ,f,f,"world, future"
カドール,m,f,world
ブリジッド,f,f,world
フィニアン,m,f,world
エイダン,m,f,"world, modern"
ユージニア,f,f,"old english, modern"
ヴァレリ,f,f,world
オクタビア,f,f,world
ジュリア,f,f,modern
アンドロニカ,f,f,world
クラウディア,f,f,modern
ティトゥス,m,f,world
ティベリウス,m,f,world
オト,m,f,world
ジュリアン,m,f,world
ガイウス,m,f,world
キロン,m,"f, l","future, myth"
ネッサス,m,"f, l","future, myth"
ザリン,f,f,myth
モード,f,f,"old english, modern"
オリンピア,f,f,world
ヴィットリア,f,f,world
カタリナ,f,f,world
アナスタシア,f,f,"world, modern"
パオロ,m,f,"modern, world"
コジモ,m,f,"modern, world"
アマル,m,"f, l",world
インティ,,l,world
ドロゴ,m,f,world
ロタール,m,f,world
クロヴィス,m,f,world
ドーン,f,"f, l",luddic
フェイス・マイ・ジョイ,f,f,luddic
アライズ,m,f,"luddic, future"
コンフィデンス,m,f,luddic
ハンブル,,l,luddic
#ライブウェル,,l,luddic
リブリー,,l,"luddic, old english"
ウィープ・ノット,"m, f",f,luddic
シークウィズダム,,l,luddic
デリバランス,f,f,luddic
スモールホープ,,l,luddic
グレース,f,f,luddic
ライ,"m, f",f,"luddic, future"
ザイオン,,"f, l",luddic
サンデー,"m, f",f,"luddic, modern"
プロミス,"m, f",f,luddic
マーシー,f,f,luddic
リディーム,"m, f",f,luddic
フェイヴァー,"m, f",f,luddic
フェイス,f,f,luddic
サクリファイス,m,f,luddic
プリーズ・ゴッド,f,f,luddic
フィア・ゴッド,m,f,luddic
メイクピース,f,f,luddic
バランス,m,f,luddic
サイレンス,m,f,luddic
アミティ,f,f,luddic
ヴェリティ,f,f,luddic
プルーデンス,f,f,luddic
ホープ,f,f,luddic
バーチュー,f,f,luddic
エクスペリエンス,m,f,luddic
アッシュ,m,f,luddic
ダスト,m,f,luddic
ベアボーンズ,,l,luddic
メモリー,,l,luddic
ラメント,,l,luddic
ブレッシング,f,f,luddic
アーメン,m,f,luddic
ギブン・トゥ・ゴッド,,l,luddic
エクスルト,m,f,luddic
グリーンアース,,l,luddic
ホリオーク,,l,luddic
地の詩,,l,luddic
命を大切に,,l,luddic
地の儀式,,l,luddic
義務感,m,f,luddic
エマーソン,m,f,luddic
春,f,f,"luddic, future"
夏,f,f,"luddic, modern"
フォール,m,f,luddic
オータム,m,f,"luddic, future"
冬,f,f,"luddic, future"
エリファ,f,f,luddic
クレオファス,f,f,luddic
従順,f,f,luddic
ザカライア,m,f,luddic
オベディア,m,f,luddic
タデウス,m,f,luddic
キュロス,m,f,luddic
アザリア,m,f,luddic
テオフィルス,m,f,luddic
ヴァージル,m,f,luddic
快適,,l,luddic
マラキ,m,f,luddic
ユリカ,,f,ai
アルバスター,,f,ai
クリムゾン,,f,ai
アンバー,,f,ai
グリーン,,f,ai
ブルー,,f,ai
ホワイト,,f,ai
フクシア,,f,ai
イエロー,,f,ai
グレー,,f,ai
アジュール,,f,ai
ゴールド,,f,ai
シルバー,,f,ai
ブラック,,f,ai
マゼンタ,,f,ai
バイオレット,,f,ai
ウルトラバイオレット,,f,ai
インフラレッド,,f,ai
セルリアン,,f,ai
マルーン,,f,ai
ブラウン,,f,ai
バーガンディ,,f,ai
オレンジ,,f,ai
