name,secondary,tags,parents,frequency,reusable
ゼンダー,,"constellation, star",,,
ヤール,,"planet, moon",,,
サハラ,,"nebula, constellation",,,
ゴビ,,"nebula, constellation",,,
カラハリ,,"nebula, constellation",,,
カラクム,,"nebula, constellation",,,
ソノラ,,"nebula, constellation",,,
アタカマ,,"nebula, constellation",,,
モハーヴェ,,"nebula, constellation",,,
ナミブ,,"nebula, constellation",,,
エーゲア,,"nebula, constellation, star",,,
ニュー・ラブラドール,,"star, planet, moon",,,
ニュー・ビスケイ,,"nebula, constellation, star",,,
ニュー・アゾフ,,"nebula, constellation, star",,,
ニュー・コルドバ,,"star, planet, moon",,,
ニュー・ペンダー,,"planet, moon",,,
ニュー・グアヤキル,,"planet, moon",,,
サード・ボゴタ,,"planet, moon",,,
ユエンドゥム,,"planet, moon",,,
ユララ,,"planet, moon",,,
ガン,,"planet, moon",,,
ワームン,,"planet, moon",,,
ザ・オード,,"ring, asteroid_belt, magnetic_field, accretion",,,
ナイクーン,,"star, planet, moon",,,
ハーナス,,"star, planet, moon",,,
ザ・パインズ,,"ring, asteroid_belt, magnetic_field",,,
ニュー・コールドウェル,,"planet, moon",,,
ポテト,,moon,,,
バカ,,moon,,,
アング,,"star, planet, moon, nebula, constellation",,,
ロタナ,,"star, planet, moon, nebula, constellation",,,
サレロノス,,"star, planet, moon, nebula, constellation",,,
ギンドラウム,,"star, planet, moon, nebula, constellation",,,
サード・ボグ,,moon,,,
ミン・ダディ,,"star, planet, moon, nebula, constellation",,,
ゼノンの世界,,"planet, moon",,,
シドール,,"star, planet, moon, nebula, constellation",,,
ユランダム,,"star, planet, moon, nebula, constellation",,,
ザ・ラバー,,"asteroid_belt, magnetic_field, accretion, ring",,,
フェオナス,,"star, planet, moon, nebula, constellation",,,
グリス,,"star, planet, moon, nebula, constellation",,,
ニュー・ペンデラ,,"star, planet, moon, nebula, constellation",,,
グリッド,,"star, planet, moon, nebula, constellation",,,
レシュ,,"star, planet, moon, nebula, constellation",,,
スワン,,"star, planet, moon, nebula, constellation",,,
チルド・ボゴタンマ,,"star, planet, moon, nebula, constellation",,,
ブラジムア,,"star, planet, moon, nebula, constellation",,,
シーゲア,,"star, planet, moon, nebula, constellation",,,
ガルゲネイロン,,"star, planet, moon, nebula, constellation",,,
クサ,,"star, planet, moon, nebula, constellation",,,
オールド・ミリックス,,"star, planet, moon, nebula, constellation",,,
ラムヤ,,"star, planet, moon, nebula, constellation",,,
キガメン,,"star, planet, moon, nebula, constellation",,,
ヤバディシュ,,"star, planet, moon, nebula, constellation",,,
ハッサ,,"star, planet, moon, nebula, constellation",,,
キテン,,"star, planet, moon, nebula, constellation",,,
タール,,"star, planet, moon, nebula, constellation",,,
シェテ・マハ,,"star, planet, moon, nebula, constellation",,,
アルコマン,,"star, planet, moon, nebula, constellation",,,
ザフォボク,,"star, planet, moon, nebula, constellation",,,
ブロスト・ダンタリオン,,"star, planet, moon, nebula, constellation",,,
ソコナ,,"star, planet, moon, nebula, constellation",,,
ザ・シンキング・バンド,,"asteroid_belt, magnetic_field, accretion, ring",,,
ブラドック,,"star, planet, moon, nebula, constellation",,,
アレッシュ,,"star, planet, moon, nebula, constellation",,,
メントン・クロウ,,"star, planet, moon, nebula, constellation",,,
インダ,,"star, planet, moon, nebula, constellation",,,
ペレシウス,,"star, planet, moon, nebula, constellation",,,
オ・トカ,,"star, planet, moon, nebula, constellation",,,
ダフォン,,"star, planet, moon, nebula, constellation",,,
ラブラクサス,,"star, planet, moon, nebula, constellation",,,
ザ・ジンノール,,"asteroid_belt, magnetic_field, accretion, ring",,,
フマ,,"star, planet, moon, nebula, constellation",,,
リリック,,"star, planet, moon, nebula, constellation",,,
ザ・シムシャンビル,,"asteroid_belt, magnetic_field, accretion, ring",,,
殺人の飛行,,"asteroid_belt, magnetic_field, accretion, ring",,,
最も黒い群れ,,"asteroid_belt, magnetic_field, accretion, ring",,,
ディリアド,,"star, planet, moon, nebula, constellation",,,
マアンド,,"star, planet, moon, nebula, constellation",,,
セイレーンの歌,,"asteroid_belt, magnetic_field, accretion, ring",,,
ザ・ローレライ,,"asteroid_belt, magnetic_field, accretion, ring",,,
ささやき,,"asteroid_belt, magnetic_field, accretion, ring",,,
カリク,,"star, planet, moon, nebula, constellation",,,
メロス,,"star, planet, moon, nebula, constellation",,,
ビッグ・ピング,,"star, planet, nebula, constellation",,,
スロクラリル,,"star, planet, moon, nebula, constellation",,,
アル・ナガン,,"star, planet, moon, nebula, constellation",,,
ハドリール,,"star, planet, moon, nebula, constellation",,,
アイアン,,"star, planet, moon, constellation",,,
ラトン,,"star, planet, moon, nebula, constellation",,,
ジャノウ,,"star, planet, moon, nebula, constellation",,,
ザファッソル,,"star, planet, moon, nebula, constellation",,,
ラムノス,,"star, planet, moon, nebula, constellation",,,
バスマイダ,,"star, planet, moon, nebula, constellation",,,
ジェレシュ,,"star, planet, moon, nebula, constellation",,,
キュドイモス,,"star, planet, moon, nebula, constellation",,,
ロハロス,,"star, planet, moon, nebula, constellation",,,
ペア,,"star, planet, moon, nebula, constellation",,,
トラロスト・レギラ,,"star, planet, moon, nebula, constellation",,,
ズム,,"star, planet, moon, nebula, constellation",,,
ザ・オウロチャー,,"asteroid_belt, magnetic_field, accretion, ring",,,
ミリンブ,,"star, planet, moon, nebula, constellation",,,
ワームナドック,,"star, planet, moon, nebula, constellation",,,
ザ・マロヴ,,"asteroid_belt, magnetic_field, accretion, ring",,,
ザンテ・チェ,,"star, planet, moon, nebula, constellation",,,
ニン,,"star, planet, moon, nebula, constellation",,,
ザ・グリス,,"asteroid_belt, magnetic_field, accretion, ring",,,
クルルムーン,,moon,,,
ゴス,,"nebula, magnetic_field, ring",,,
ウチャロス,,"star, planet, moon, nebula, constellation",,,
レングロタ・フォルタナン,,"star, planet, moon, nebula, constellation",,,
ウリッド,,"star, planet, moon, nebula, constellation",,,
ウコッサ,,"star, planet, moon, nebula, constellation",,,
アルコノミア,,"star, planet, moon, nebula, constellation",,,
タマエル,,"star, planet, moon, nebula, constellation",,,
チン,,"star, planet, moon, nebula, constellation",,,
ビンスツ,,"star, planet, moon, nebula, constellation",,,
グレンデューサ,,"star, planet, moon, nebula, constellation",,,
グリーム,,"star, planet, moon, nebula, constellation",,,
ウム,,"star, planet, moon, nebula, constellation, asteroid_belt, magnetic_field, accretion, ring",,,
ザ・ミリアナール,,"asteroid_belt, magnetic_field, accretion, ring",,,
アルカッサ,,"star, planet, moon, nebula, constellation",,,
ベレーネ,,"star, planet, moon, nebula, constellation",,,
ランヨックス,,"star, planet, moon, nebula, constellation",,,
チュ,,"star, planet, moon, nebula, constellation",,,
チャ,,"star, planet, moon, nebula, constellation",,,
マンス,,"star, planet, moon, nebula, constellation",,,
ウォンデ,,"star, planet, moon, nebula, constellation",,,
ヤバジムア,,"star, planet, moon, nebula, constellation",,,
ザ・オウロカ,,"asteroid_belt, magnetic_field, accretion, ring",,,
ズアン,,"star, planet, moon, nebula, constellation",,,
シェロ,,"star, planet, moon, nebula, constellation",,,
マクルトゥス,,"star, planet, moon, nebula, constellation",,,
ロカ,,"star, planet, moon, nebula, constellation",,,
ニュー・コンクラーヴ,,"star, planet, moon, nebula, constellation",,,
ハン,,moon,,,
グアヤ,,"star, planet, moon, nebula, constellation",,,
ペレファナール,,"star, planet, moon, nebula, constellation",,,
ジャオ,,"star, planet, moon, nebula, constellation",,,
アクロン,,"star, planet, moon, nebula, constellation",,,
ハーゴル,,"star, planet, moon, nebula, constellation",,,
エルノル,,"star, planet, moon, nebula, constellation",,,
タロス,,"star, planet, moon, nebula, constellation",,,
アレシウス,,"star, planet, moon, nebula, constellation",,,
アイリン,,"star, planet, moon, nebula, constellation",,,
アルワルド,,"star, planet, moon, nebula, constellation",,,
ダルゴル,,"star, planet, moon, nebula, constellation",,,
アイゴル,,"star, planet, moon, nebula, constellation",,,
エルガード,,"star, planet, moon, nebula, constellation",,,
ナイムール,,"star, planet, moon, nebula, constellation",,,
アトロン,,"star, planet, moon, nebula, constellation",,,
モルフェゴロス,,"star, planet, moon, nebula, constellation",,,
カルカラ,,"star, planet, moon, nebula, constellation",,,
カラナン,,"star, planet, moon, nebula, constellation",,,
ニュー・グアン,,"star, planet, moon, nebula, constellation",,,
サマラット,,"star, planet, moon, nebula, constellation",,,
アレクシアール,,"star, planet, moon, nebula, constellation",,,
ケフェウス,,"star, planet, moon, nebula, constellation",,,
アゲノール,,"star, planet, moon, nebula, constellation",,,
モルム,,"star, planet, moon, nebula, constellation",,,
ハイモス,,"star, planet, moon, nebula, constellation",,,
ハーカド,,"star, planet, moon, nebula, constellation",,,
カン,,"star, planet, moon, nebula, constellation",,,
クローア,,"star, planet, moon, nebula, constellation",,,
メングリラ,,"star, planet, moon, nebula, constellation",,,
マヌエラ,,"star, planet, moon, nebula, constellation",,,
イシン,,"star, planet, moon, nebula, constellation",,,
デュムール,,"star, planet, moon, nebula, constellation",,,
チャー,,"star, planet, moon, nebula, constellation",,,
ヨー,,"star, planet, moon, nebula, constellation",,,
カリコ,,"star, planet, moon, nebula, constellation",,,
ラナウ,,"star, planet, moon, nebula, constellation",,,
スルガンナ,,"star, planet, moon, nebula, constellation",,,
ミション,,"star, planet, moon, nebula, constellation",,,
モルガ,,"star, planet, moon, nebula, constellation",,,
ザフラトナ,,"star, planet, moon, nebula, constellation",,,
サゴン,,"star, planet, moon, nebula, constellation",,,
ボス,,"star, planet, moon, nebula, constellation",,,
ベリチョ,,"star, planet, moon, nebula, constellation",,,
ベントゾン・ディスク,,"nebula, constellation",,,
アルムン,,"star, planet, moon, nebula, constellation",,,
カルカス,,"star, planet, moon, nebula, constellation",,,
メレウティア,,"star, planet, moon, nebula, constellation",,,
ヴラーン・トーン ,,"star, planet, moon, nebula, constellation",,,
カシリク,,"star, planet, moon, nebula, constellation",,,
ボラ,,"star, planet, moon, nebula, constellation",,,
エストレリャ,,"star, constellation",,,
フェロール,,"star, planet, moon, nebula, constellation",,,
オハイ,,"star, planet, moon, nebula, constellation",,,
グレンス,,"star, planet, moon, nebula, constellation",,,
エンイェン,,"star, planet, moon, nebula, constellation",,,
スヴァロン,,"star, planet, moon, nebula, constellation",,,
カディシュ,,"star, planet, moon, nebula, constellation",,,
カデス,,"star, planet, moon, nebula, constellation",,,
ダウド,,"star, planet, moon, nebula, constellation",,,
スロス,,"star, planet, moon, nebula, constellation",,,
オノラ,,"star, planet, moon, nebula, constellation",,,
アクレター・ケレ,,"star, planet, moon, nebula, constellation",,,
コルディアンス,,"star, planet, moon, nebula, constellation",,,
ゴリロウス,,"star, planet, moon, nebula, constellation",,,
タルティフレット,,moon,,,
メッシュ,,"star, planet, moon, nebula, constellation",,,
アザテ・アルムラス,,"star, planet, moon, nebula, constellation",,,
イディメロン,,"star, planet, moon, nebula, constellation",,,
ケルチェクワリ,,"star, planet, moon, nebula, constellation",,,
イヴ・エヌワーク,,"star, planet, moon, nebula, constellation",,,
シオン,,"star, planet, moon, nebula, constellation",,,
サロス,,"star, planet, moon, nebula, constellation",,,
グランス,,"star, planet, moon, nebula, constellation",,,
ブラドール,,"star, planet, moon, nebula, constellation",,,
アスコナビ・ネチコミア,,"star, planet, moon, nebula, constellation",,,
ミコリア,,"star, planet, moon, nebula, constellation",,,
エキルド・ボゴトロス,,"star, planet, moon, nebula, constellation, asteroid_belt, magnetic_field, accretion, ring",,,
フレイ,,"star, planet, moon, nebula, constellation",,,
スペア,,"star, planet, moon, nebula, constellation",,,
コマナ,,"star, planet, moon, nebula, constellation",,,
サール,,"star, planet, moon, nebula, constellation",,,
カスダルール,,"star, planet, moon, nebula, constellation",,,
ノヴォ・ランバディ,,"star, planet, moon, nebula, constellation, asteroid_belt, magnetic_field, accretion, ring",,,
レファナラク,,"star, planet, moon, nebula, constellation",,,
ザフラット・ディユ,,"star, planet, moon, nebula, constellation",,,
サイメネモン,,"star, planet, moon, nebula, constellation",,,
ノヴァ・シドニア,,"star, planet, moon, nebula, constellation",,,
グレー・ゴースト,,"star, planet, moon, nebula, constellation, asteroid_belt, magnetic_field, accretion, ring",,,
ガル・モトリー,,"star, planet, moon, nebula, constellation, asteroid_belt, magnetic_field, accretion, ring",,,
ダマールの星,,star,,,
サイレン,,"star, planet, moon, nebula, constellation",,,
ポモラ・ラーヴェ,,"star, planet, moon, nebula, constellation, asteroid_belt, magnetic_field, accretion, ring",,,
ザ・サーペント,,"ring, accretion, asteroid_belt",,,
ダーク・ワーム,,"ring, accretion, asteroid_belt, nebula",,,
エズベテ・オルドックス,,"star, planet, moon, nebula, constellation, asteroid_belt, magnetic_field, accretion, ring",,,
ハドン・ヴェレセット,,"star, planet, moon, nebula, constellation",,,
ブラック・マス,,"nebula, planet, moon",,,
ヤマロスの仕事,,"star, planet, moon, nebula, constellation",,,
ブルー・オックス,,moon,,,
常に寄り添う者,,moon,,,
献身的な従者,,moon,,,
忠実な犬,,moon,,,
アーチボルドの星,,star,,,
大火災,,"star, nebula",,,
解体,,"nebula, accretion, ring, asteroid_belt, asteroid_field",,,
ステラ・ビタエ,,star,,,
焼却,,star,,,
エリコ,,"planet, moon, asteroid_belt, asteroid_field, accretion",,,
ネオ・ヴォロス,,"planet, moon",,,
ウルク,,"star, planet, moon, nebula, constellation",,,
クノッソス,,"star, planet, moon, nebula, constellation",,,
アヴリス,,"star, planet, moon, nebula, constellation",,,
ピ・ラムセス,,"star, planet, moon, nebula, constellation",,,
ケシュ,,"star, planet, moon, nebula, constellation",,,
ラガシュ,,"star, planet, moon, nebula, constellation",,,
アンヤン,,"star, planet, moon, nebula, constellation",,,
ザバラ,,"star, planet, moon, nebula, constellation",,,
コサンビ,,"star, planet, moon, nebula, constellation",,,
ハオジン,,"star, planet, moon, nebula, constellation",,,
クフ,,"star, planet, moon, nebula, constellation",,,
グリムシャロス,,"star, planet, moon, nebula, constellation",,,
ギビディギ,,"star, planet, moon, nebula, constellation",,,
ザ・ファストネス,,"planet, moon, asteroid_field, nebula",,,
恐ろしいエンジン,,star,,,
ガドフィウム,,"star, planet, moon, nebula, constellation",,,
セッシン,,"star, planet, moon, nebula, constellation",,,
バスキュール,,"star, planet, moon, nebula, constellation",,,
エルガテス,,"star, planet, moon, nebula, constellation",,,
スリアル,,star,,,
ゴルター,,planet,Thrial,,
ウルビス,,star,,,
ゼネレ,,star,,,
アオルメ,,planet,,,
マージョイン,,planet,,,
シャールの世界,,planet,,,
スラデン,,planet,,,
ソルペン,,planet,,,
ヴレッキス,,planet,,,
ボルル,,"star, planet, moon, nebula, constellation",,,
ウル・クオマ,,"star, planet, moon, nebula, constellation",,,
ベゼル,,"star, planet, moon, nebula, constellation",,,
ブリガドール,,"star, nebula, constellation",,,
ソロ・リブレ,,"planet, moon",,,
ソロ・ノブレ,,"planet, moon",,,
バザード,,moon,,,
ダリエン,,"star, nebula, constellation",,,
ニュー・パリア,,"star, nebula, constellation",,,
ニュー・マルマラ,,"star, nebula, constellation",,,
ドレッドノート,,"star, planet, moon",,,
旧艦隊,,"asteroid_belt, accretion, asteroid_field",,,
ネオス・ボホール,,"star, planet, moon",,,
ノヴィ・タイヴァイ,,"star, nebula, constellation",,,
ファー・サリッシュ,,"star, nebula, constellation",,,
ウルティマ・アストリッド,,"star, planet, moon",,,
ウルティマ・コワル,,"star, planet, moon",,,
ペラ・タルタルス,Pera-Tartari,"star, planet, moon, nebula, constellation",,,
孫悟空,,"star, planet, moon",,,
ユトゥ,,moon,,,
バルログ,Balrogi,"star, planet, moon, nebula, constellation",,,
カデホ,,"star, planet, moon, nebula, constellation",,,
アーラ,,"star, planet, moon, nebula, constellation",,,
エルズベス,,"star, planet, moon, nebula, constellation",,,
ヴクブ・カメ,,"star, planet, moon, nebula, constellation",,,
モルゴス,Morgothi,"star, planet, moon, nebula, constellation",,,
ヴェネラ,,"star, planet, moon, nebula, constellation",,,
クペ,,"star, planet, moon, nebula, constellation",,,
ヴラントム,,"star, planet, moon, nebula, constellation",,,
バラックス,,"star, planet, moon, nebula, constellation",,,
メロピア,,"star, planet, moon, nebula, constellation",,,
ダファリアルの車輪,,"ring, accretion, magnetic_field",,,
マグ・メラン,,"star, planet, moon",,,
テレッド・カトン,,"star, planet, moon",,,
ネイロン,,"star, planet, moon",,,
オルゴイ・ホルホイ,,"star, accretion, magnetic_field",,,
アップル,,moon,,,
ボール,,moon,,,
オールド・ジェームズ,,moon,,,
貧しいウィリアムの墓,,"moon, asteroid_field",,,
タンポポ,,"moon, magnetic_field, asteroid_field",,,
シストリエル,,"star, planet, moon, nebula, constellation",,,
ブレヤ,,"star, planet, moon, nebula, constellation",,,
ケストラル,,"star, planet, moon, nebula, constellation",,,
アル・バリ,,"star, nebula, constellation",,,
シャドウ,,"nebula, magnetic_field, accretion, ring",,,
ウィーパー,,"star, planet, moon, nebula, constellation, asteroid_belt, magnetic_field, accretion, ring",,,
アモックス,,"star, planet, moon, nebula, constellation",,,
ゾフィエル,,"star, planet, moon, nebula, constellation",,,
マザー・ナイト,,"ring, accretion, magnetic_field, nebula",,,
アーカイブ,,"planet, moon, asteroid_field, asteroid_belt",,,
ブラック・ファング,,"planet, moon",,,
モス・アイ,,"planet, moon",,,
トリック,,"planet, moon",,,
ブルー,,"planet, moon",,,
ラフィリアル,,"star, planet, moon, nebula, constellation",,,
グッドフェロー,,planet,,,
トロイ,,moon,Goodfellow,,
コーレ,,"star, planet, moon, nebula, constellation",,,
ガラヴァー,,"star, planet, moon, nebula, constellation",,,
ダゾグの巣,,"planet, moon",,,
彼女,,"star, planet, moon, nebula, constellation",,,
#ワールド,,planet,,,
レッド・グレイン,,"ring, accretion, asteroid_belt, asteroid_field",,,
タマラット,,"star, planet, moon, nebula, constellation, asteroid_belt, magnetic_field, accretion, ring",,,
デビルズ・プレイグラウンド,,"planet, moon, ring, accretion, asteroid_belt, asteroid_field, nebula",,,
ズムジ,,"star, planet, moon, nebula, constellation",,,
モク・モレッド,,"star, planet, moon, nebula, constellation, asteroid_belt, magnetic_field, accretion, ring",,,
ハイ・プレイス,,moon,,,
ザ・バーレンズ,,"ring, accretion, magnetic_field, nebula",,,
メル・テクサット,,"star, planet, moon, nebula, constellation",,,
十四兄弟,,asteroid_belt,,,
ナーマラク,,"star, planet, moon, nebula, constellation",,,
ストーン・コード,,asteroid_belt,,,
バジリスク,,moon,,,
エレウシアン・ストレアス,,"planet, moon, nebula",,,
ベール,,"star, nebula, constellation",,,
ブラカズ,,"planet, moon",,,
フラマ,,"star, constellation",,,
レヴァコル,,"star, planet, moon",,,
ワルハ,,"planet, moon",,,
オルドワ,,"planet, moon",,,
ノカ,,"planet, moon",,,
シリシア,,"planet, moon",,,
マラド,,"planet, moon",,,
ヌズ,,"planet, moon",,,
ララク,,"planet, moon",,,
キッシュ,,"planet, moon",,,
ソード,,star,,,
ホルソード,,planet,Sord,,
コンリアット,,moon,Holsord,,
エルロリー,,moon,Holsord,,
ラケイヴン,,planet,Sord,,
ナルベル,,moon,Lachaven,,
エストード,,moon,Lachaven,,
コンリアット,,planet,Sord,,
アルヴォリー,,planet,Sord,,
ザ・ナルギス,,"asteroid_belt, asteroid_field",Sord,,
ザ・コンリアット,,"asteroid_belt, asteroid_field",Sord,,
ベルギア,,planet,Sord,,
デイール,,moon,Bergia,,
サーナ,,moon,Bergia,,
ヴァルゴス,,"planet, moon",,,
アグノリア,,"planet, moon",,,
オフィル,,"star, planet, moon, nebula, constellation",,,
タルシシュ,,"star, planet, moon, nebula, constellation",,,
