id,type,text1,text2,text3,text4,text5,notes
phasebeam,WEAPON,"短距離・短時間のビームで、バーストで重いダメージを与えます。ビーム兵器としては装甲に対しても有効です。

この武器は、基本的には最高の武器化された波長を確保するためにトリプルサファイア増幅媒質を使用したレーザービームです。光子は、p空間の一部に存在するエネルギービームを出力するハイパーディメンショナルフィルターを通して発射されます。フィルターの物理学は正しく理解されておらず、実験室の設定では、6.66ギガワットを超えるビームのp空間成分が時折ちらつくことがあります - まるでブロックされているかのように。武器マウントは、信頼性を確保するためにそのような高エネルギーレベルを使用することはありません。",,,,,
gravitonbeam,WEAPON,"シールドに対して非常に効果的で、シールドを不安定にし、すべてのソースからのダメージを増加させる非典型的なビーム兵器です。射程は優れていますが、装甲に対するダメージ毎秒比は標準以下です。

この武器のコアは、500nmトレーサービームに従うブレインリフトジェネレーターです。このビームは、手動オペレーターにターゲティングフィードバックを提供するだけでなく、リフトのために局所的な時空を準備します。

リフトが開くと、高次ブレイン重力子が局所的な時空に大量に入り、最大100センチ秒持続します。ターゲットへのダメージは、結果として生じる強い重力せん断によって引き起こされます。これらの高次ブレイン重力子は、標準的なエネルギーフィールドを簡単に圧倒します。",,,,,
pulselaser,WEAPON,"エネルギーの連続したボルトを発射し、フラックスの蓄積があり、敵に常に圧力をかけたい中距離戦闘者に有利です。

一定のビームではなくパルスを発射するように設計されており、総出力は常時運転設計を超えています。連続レーザーと同様に、二酸化炭素の増幅媒体にエネルギーが供給され、11ミクロンの波長で光子を生成します。

短時間でより多くのエネルギーが供給されることで、ターゲットがアブレーションされ、小さな表面部分が蒸発するプロセスが引き起こされます。その結果、衝撃波が追加の構造的損傷を引き起こします。",,,,,
miningblaster,WEAPON,鉱夫の最良の友、これは近距離で粉砕するエネルギーのボルトを発射できる武器です。鉱石スキャナーは、武器が自動発射モードのときにシールドに対して過剰に使用されるのを防ぐためにインターロックとして再利用されています。,,,,,
heavyblaster,WEAPON,"敵の標的にエネルギーの弾を発射します。高いダメージとフラックスコストを持つハイブラスターは、そのサイズに対して最も破壊力のある武器の一つです。

信頼性の高いエネルギー兵器であるハイブラスターは、改良された高エネルギーガス弾薬を使用しており、強力な電流によって活性化されるとプラズマに変換されます。発射前に誘導電子が移動軸に沿って発射され、未制御のプラズマ弾が意図した方向に進むことが物理学によって保証されますが、その物理学はもはや十分に理解されていません。",,,,,
heavyburst,WEAPON,"PDバーストレーザーの重いバージョンであるこの武器は、より長い射程と、より高い前方ダメージのための多くの内蔵コンデンサーを特徴としています。

しばしば過小評価される武器であるハイバーストレーザーは、実際にはセクターで入手可能な最高のビーム兵器の一つです。ゲイン媒体とレンズハウジングの簡単な検査だけで、最も懐疑的な検査官でさえも、内部に収められた技術がドメインが提供できる最高のものであることを保証するのに十分です。

バースト効果を生み出す物理学は、ヘゲモニー兵器委員会の最高層やトライ・タキオンハイブリッド物理部門でさえ理解されていません。qスイッチの多相ビームが量子フィルターを通過することでエンタングルメントを保証し、バースト効果を生み出すことが理論化されています。これは、元々フェイルセーフシステムだと考えられていた三重レンズハウジングの説明かもしれません。しかし、これらは単なる理論に過ぎません。

戦闘において、ハイバーストレーザーは、最新のポイント防御周辺を確保したいと考える者に好まれています。",,,,,
plasma,WEAPON,"ペルシアンセクターで知られる最も壊滅的なエネルギー兵器の一つであるプラズマキャノンは、高エネルギーの半安定プラズマ弾を標的に発射します。この武器は、戦艦のフラックスポールをオーバーロードさせることで、操作者の間でも恐れられています。

ペイロードは、合成重力レンズを通じて起爆されるマイクロフュージョンイベントで構成されており、生成されたエネルギーの多くを前方に集中させ、一時的な高エネルギーミニユニバースとして数学的に説明されています。この理論的説明は、多くの真剣な科学者によって、未知の原則の純粋に偶然の適用に対する事後的な正当化と見なされています。しかし、ドメイン艦隊調達評議会は、そのような詳細を調査することに興味を示さず、製造を承認しました。結局、技術基準省の重い手は常に警戒しており、彼らの「支援」がプロジェクト全体を無効にする可能性があったからです。それにもかかわらず、半安定の数秒間に、異常に封じ込められたプラズマは、シャーシの前方のパイロンに取り付けられた磁気ドライバーによって標的に向けて加速され、予測可能な破壊的結果をもたらします。

もし、弾頭異常がその短い寿命の間に通常の物質エネルギーとの激しい衝突によって破られなければ、高次のブレインがエネルギーの大部分を吸収し、我々の次元から永遠に消失させることになります。少なくとも、そう推測されています。",,,,,
hil,WEAPON,"長距離で高ダメージのビーム兵器で、支援艦や予算内で対装甲能力が必要な艦に搭載されることが多いです。

ハイインテンシティレーザーは、ギガワット範囲を超えるエネルギー評価を持つパワーハウス武器です。このような力を長時間生み出すために、設計は内蔵の核融合電源に依存しています。このコアは、発射が開始されるときに艦のリアクターが果たす外部アクチュエーターを必要とします。

三つの精密に調整されたレンズアセンブリが点火ユニット内の光子を導き、コヒーレントビームを維持するために必要なエネルギーを蓄えるのに数秒かかります。ゲイン媒体は二段階のガス-固体で、qスイッチされており、数秒で無防備な標的を消し去ることができる強力な粒子ストリームを提供します。

標的を追跡し破壊できる極端な射程により、HILは近接戦闘に従事している友軍艦に安全に近接支援を提供するのに優れています。フラックスコストを管理できる艦長に好まれる武器です。",,,,,
autopulse,WEAPON,多数の内蔵コンデンサーが、この非常に効率的でありながら強力なエネルギー兵器の核心にあります。蓄積されたチャージを消費することによる高いバーストダメージは、比較的低い持続発射率によって相殺されます。,,,,,
guardian,WEAPON,"小型レーザーを集めて回転ポッドに搭載し、内蔵コンデンサーによって戦闘機やミサイルに対して非常に高いバーストダメージを可能にします。

パラディンは、製造コストと高いフラックス要件のため、通常は主力艦に展開される軍用グレードのPDシステムです。埋め込まれた自律的なサブガンマターゲティングコアとIFFシステムは、ホスト艦の防御護衛スクリーンを突破した攻撃弾薬や戦闘機を検出し、破壊するように設計されています。

五つの独立した二酸化炭素レーザーは、尊敬されるデザインと最高級の製造を提供し、コンパクトなパッケージで例外的に集中した火力を提供します。一方、巧妙な仮想慣性カウンターウェイトシステムにより、標的追跡がほぼ瞬時に行えます。禁止的なエネルギー要件により、通常は短いバーストでのみ武器を起動できるようになりますが、これは通常、標的脅威カテゴリーの敵に対処するのに十分です。",,,,,
tpc,WEAPON,"初期の時代からの大きなエネルギー兵器であるTPCは、圧倒的な前方火力を提供するためにオンスロートの船体に直接組み込まれています。

モジュラーエネルギー兵器がドメイン艦隊調達委員会によって普遍的に信頼される前に設計されたこの武器は、当時の他の船体が必要な電力を供給できなかったため、オンスロートの設計図にコーディングされました。

後の時代のモジュラー設計にいくつかの点で劣るものの、サーマルパルスキャノンはオンスロートの武器庫の重要な部分であり続けています。",,,,,
tachyonlance,WEAPON,"連続的なEMPコンポーネントを持つ壊滅的なダメージを与えるバースト作動ビームです。EMPアークは、標的のハードフラックスレベルに基づいてシールドを通過する可能性があります。

セクターで神話的な地位を獲得したほど珍しく強力な武器であるタキオンランスは、実験的なFTL通信システムプロトタイプの原則に基づくコア技術を使用していますが、ひとひねりがあります。タキオン粒子の超次元特性を通信に使用する代わりに、nブレイン操作と反プラズマ発生器が、ハイパースペースを移動する帯電タキオンストリームを生成します。最小エネルギー要件は驚異的で、この量の電力は、武器システム内に収められた最大の電力コンデンサーによって数秒間のみ生成できます。

通常のビーム兵器から発射されるビームとは異なり、タキオンストリームはレンズを通したり変更されたりすることはありません。実際、初期のタキオンマーカーが作動すると、反応は自らの命を持ち、コンデンサーに蓄えられた電力を急速に消費し、破壊を解き放ちます。通常の空間がこのような高レベルの反プラズマにさらされると、電磁的、重力的、熱的キャビテーション効果が組み合わさり、道に立ちはだかるものを粉砕し、近くの電子機器にも深刻な損傷を与えます。",,,,,
swarm_launcher,WEAPON,"""以前は未分化の自律的な断片が、ホスト艦の構造から再割り当てされ、常駐する雲を補充します。そこから、緩く編成された攻撃グループに割り当てることができます。重要な要素はこれのようです - 私はこれを指定します - 専門のシステムノードです。我々は、これは分散処理/通信クラスターであり、ここに船体にハイライトされているいくつかのうちの一つであると推測しています。これらは、半自律的な群れの要素による敵対的行動を調整し、可能性として開始し、委任するようです。",- 特別調達部長にのみ提出される封印されたホロレポート,,,,
seeker_fragment,WEAPON,主な要素は強力な成形HE弾を搭載していました。限られた弾薬備蓄から発射されたのか、現地で製造されたのかはわかりません。周囲の群れは、主な要素が私たちのポイント防御網を突破できるように犠牲のスクリーンとして機能しました。それは三つのデッキにわたって装甲ベルトを突破し、そして...,- 特別調達部長にのみ提出される封印されたホロレポート,,,,
kinetic_fragments,WEAPON,いくつかの自由に群がる要素のグループが内部チャージを蓄積し始め、EMフィールドはさまざまな内部コンポーネントのオーバーロードの閾値に近づき、さらにはそれを超えました。ここに、構造から物質が剥がれ落ちるプラズマハローを見ることができます。この興奮状態を達成した要素は、オーバーロードを引き起こそうとする試みのために私たちのシールドに向かって加速しました...残念ながら、効果は悪かったと言わざるを得ません。,- 特別調達部長にのみ提出される封印されたホロレポート,,,,
unstable_fragment,WEAPON,"ミサイルの脅威や、私たちが発見したように、攻撃機の編隊の接近に応じて、特定の要素または「断片」が定常群から放射され始めました。これは、遭遇後のテレメトリー分析によって明らかになった自己破壊的なパワーコアのオーバーロードの初期の兆候でした。これらの「熱い」要素は、接近する編隊を迎撃し、爆発するために操縦スラスターを使用します。複数のマイクロ融合炉のオーバーロードとその結果生じる破片の力は、軽量宇宙船の装甲を引き裂くのに十分でした。

このような行動が戦闘統合センサー装置によって検出されるとすぐにタグ付けできるように、戦術アルゴリズムパッチが発行されます。",- 特別調達部長にのみ提出される封印されたホロレポート,,,,
devouring_swarm,WEAPON,"群れ戦術は、攻撃要素の一部が標的のアクティブ防御スクリーンを突破することを保証します。生き残った要素はその運動量を利用して... 船体に付着または接着します。半自律的なツールとマニピュレーター - それを武器と呼ぶことはほとんどできません - が展開され、バルクヘッド、導管、船のシステムを解体します。回収された材料は侵入地点に戻され、... それらは貨物パケットドローンに似ており、戦利品を持って母艦に戻ろうとしました。

機械は人間の乗組員を標的にしませんが、サイボーグ強化を受けた者 - スペーサーや、もちろん、会社の従業員や士官の間で一般的です - は... 収穫されました。私たちは、損害制御チームに海兵隊員を割り当てる必要があると判断しました。",- 特別調達部長にのみ提出される封印されたホロレポート,,,,
voltaic_discharge,WEAPON,"ズームインして... アークソースの独特な構造に注目しましょう。特徴が特定されたときには、シールドとEMハードニングの使用を推奨します。このレポートには更新された戦術データセットが添付されています。

操作は、定常群のメンバーに強い磁場が検出されたため進行しました... プローブが破壊される前に、サポート群要素を超えて伸びるフィールドラインをマッピングしました。テレメトリーが切断される前のこの最終画像で見ることができるように - EMホワイトアウトの前に1フレーム戻りましょう...",- 特別調達部長にのみ提出される封印されたホロレポート,,,,
neutron_torpedo,WEAPON,"""[結果を返しています / 短縮: true] '超高密度物質（エキゾチック）弾薬配信システムの研究開発に関する特別レビュー' から...

""この委員会は、契約者が実験室条件下で中性子物質のペイロードを保持し制御する手段を示したことを認めていますが - 天文学的な納税者の費用に支えられていることを付け加えます - 戦場での展開の実現可能性は今まで一度も証明されていません。この委員会は、資金を撤回し、[声が上がる、解読不能] この分野でのさらなる技術的許可をトライ・タキオン社に対して全プロジェクト費用の監査が完了するまで拒否することを推奨します...""",- ドメインアーマダ調達、APRC-3の議事録 // 機密ガレナ（歴史的）,,,,
light_mass_driver,WEAPON,"""[最適一致: 'ライトマスドライバー兵器システム（廃止）' / 短縮: true / 部分一致を表示: true / 警告: バリアントには無許可の改造が含まれています。バリアントは未登録の製造IDを表示します。バリアントはドメイン技術安全基準に違反している可能性があります。]

""...高密度の部分的に鉄を含む超高速弾を発射し、そのクラスに対して相応しい運動エネルギーのペイロードを提供します。""

""...は、フロンティア鉱業コンバインに好まれる民間のStencor Mk.IIIリニアカタパルトの軍事化バージョンです。無許可のナノ製造コピーによる事故のために悪評を得ました。",- 不明、外縁で見つかった音声ログ,,,,
heavy_mass_driver,WEAPON,"""[最適一致: 'ハード・フラックス兵器システム（廃止）'  / 略称: true / 部分一致を表示: true / 警告: バリアントには無許可の改造が含まれています。バリアントは未登録の生産IDを表示します。バリアントはドメイン技術安全基準に違反している可能性があります。]

""...超密度材料の重いペイロードをフェロ磁性シースで発射します。ハード・フラックスの超高速弾は、シールド発生器をオーバーロードさせるのに特に効果的であることがわかっています。""

""...は、テラフォーミング用途で広く使用されている企業の重い民間モデルの軍事化バージョンです。この兵器システムは、重戦艦や防御施設で反ドメインの「バンディット」に使用されていることがわかりました [参照: > 第二ウリディムの動乱]。ステンコール社は調査を行い...兵器設計の漏洩について責任を問われないことが判明しました。""",- 不明、外縁で見つかった音声ログ,,,,
neoferric_quadcoil,WEAPON,"""[最適一致: 'クアッドコイル兵器システム（廃止）'  / 略称: true / 部分一致を表示: true / 警告: バリアントには無許可の改造が含まれています。バリアントは未登録の生産IDを表示します。バリアントはドメイン技術安全基準に違反している可能性があります。]

""ステンコール社のクアッドマウント軍事用マスドライバーは、民間のリニアカタパルトラインに基づいた再設計です。古い固体複合インパクタ弾薬は、この用途で新しいクラスの磁気推進SAPHE弾薬に置き換えられ、アルマダ調達評議会によって指示された仕様に従っています。クアッドコイルは、アルマダの武器庫に高速度の弾道対装甲兵器システムを追加しました -- 少なくとも初期の限られた生産ロットから引き出すことができた少数の戦闘群に対して。""

""ステンコール社は元の割り当てを満たせなかったため、オリオン造船所に調達契約を移転する圧力に屈しました。ステンコールは後に、ブラックウェブの鍛冶屋海賊へのライセンスファイルの漏洩によりオリオンに損害賠償を請求しました。[参照: > ステンコール、武器スキャンダル、 > ステンコール、破産と解散]""",- 不明、外縁で見つかった音声ログ,,,,
voltaic_cannon,WEAPON,"""地獄のボール・ライトニング。自己安定化するプラズマシェルにモノポール準粒子が含まれているのか？技術者はそう言った。まあ、戦闘で遭遇したどのEMPペイロードよりも高電圧だったが、長距離でも一緒に保たれる...""

""その攻撃で旗艦の主武器とほとんどのPDが無効化された。データバッファの半分も焼き切れた。センサー出力を定期的にハードコアにストリーミングしているのは良いことだ。これがこの不吉なビジネスからの私の切符だからだ。戻ったら、早めに私の分を取るつもりだ。それから引退。""",- 不明、外縁で見つかった音声ログ,,,,
voidblaster,WEAPON,"""時空のせん断効果は、ほぼ、しかし正確には、局所的な光速で伝播するようです。それについてはまだ作業中で、センサーのキャリブレーションミスは除外しました。理論的な範囲については推測できません。制限要因は通常空間内での焦点を合わせる能力です。未硬化のターゲットに対するダメージは劇的です。後で公式レポートを作成しなければなりません。新しいデータがたくさん入ってきています... ボットがこれを自分たちで作り上げたとは思えません。ズニャはこれを気に入るでしょう。""",- 特別調達部長にのみ提出される封印されたホロレポート,,,,
skirmish_unit,SHIP,"「Iklwa」級フリゲートのアーカイブエントリに最も近い一致が見つかりました。54.38%の信頼度。データベースを照会中... 「機敏で、アーマダの教義がアキラ・ブリガンズの反乱の新しい条件に成熟したとき、普遍的なIklwaが形成されました- ドメイン情報セキュリティ違反閾値警告
// データストリームリセット中...

-バン・マーネンの星での高価な恥は、臨界点の前の比喩的な最後の棒に過ぎませんでした。すべてのレベルでの公衆の怒りは、上級者への調査の開始につながりました- エラー // -決して引き下がらない、決して撤退しない。オリオンの帯からポラリスのフロンティアまで、- 致命的なアクセスエラー // 

このTriPadは、要求された製品IDに対する追加の説明を提供する権限がありません。ドメイン情報セキュリティ基準に従ってデータ権限レベルをアップグレードしてください。",,,,,
overseer_unit,SHIP,"「Fulgurite」級フロンティア支援巡洋艦のアーカイブエントリに最も近い一致が見つかりました。53.03%の信頼度。データベースを照会中... 「エメラルド時代」脱出後のオリオン造船所のデザインの際立った存在であるこのフロンティア評価のユーティリティプラットフォームは、軌道から- ドメイン情報セキュリティ違反閾値警告
// データストリームリセット中...

-彼女は言った「私たちの人間の領域で鍛冶場が花開くように; 千の星の富と栄光で冠されるように！」この引用は- エラー // -テラコアからサドール地域まで、私たちの戦闘群は私たちの生活様式、私たちの存在そのものを守る準備ができています！」 致命的なアクセスエラー //

このTriPadは、要求された製品IDに対する追加の説明を提供する権限がありません。ドメイン情報セキュリティ基準に従ってデータ権限レベルをアップグレードしてください。",,,,,
assault_unit,SHIP,"「Erebid」級駆逐艦（再分類）のアーカイブエントリに最も近い一致が見つかりました。43.87%の信頼度。データベースを照会中... 「アーマダの指導者たちの大半は、約400人の上級士官が辞任した「グレーウェーブ」を通じて直接的な起訴を逃れました- ドメイン情報セキュリティ違反閾値警告
// データストリームリセット中...

-星間品質と設計保証改革の- 一連の法律は、ヒューマンドメインの代表機関によってエネルギッシュな12サイクルにわたって通過され、後の歴史家によってのみそう呼ばれた - これにより、製造権管理の広範な施行の法的基盤が構築されます（今後- 致命的なアクセスエラー //

このTriPadは、要求された製品IDに対する追加の説明を提供する権限がありません。ドメイン情報セキュリティ基準に従ってデータ権限レベルをアップグレードしてください。",,,,,
hive_unit,SHIP,"識別エラー: ターゲットはドメイン登録または歴史的参照において知られている船のクラスと一致しません。一時的なエントリーのためにデータを提出しますか？処理中。エラー // ドメイン情報セキュリティ違反閾値警告
// 再試行？
 処理中。エラー // ドメイン情報セキュリティ違反閾値警告
// 再試行？
 処理中。エラー // ドメイン情報セキュリティ違反閾値警告
// 処理失敗。

直ちにドメイン情報セキュリティに連絡して、ドメイン情報セキュリティ基準への準拠を確認してください。",,,,,
standoff_unit,SHIP,"「Kardakes」級船体のアーカイブエントリに最も近い一致が見つかりました。32.11%の信頼度。データベースを照会中... 「まず、ハトダ級の軌道包囲能力を持つ重バラスト武器プラットフォームを置き換えることを意図して、その後、4番目のドメインアーマダ改訂スキーマ再分類命令の前に、Kardakesは独自の資本級戦艦と見なされました。エリダニの反乱を奪還する際に戦闘条件に初めて配備されました- ドメイン情報セキュリティ違反閾値警告
// データストリームリセット中...

-ナノフォージ自体によってナノ化学レベルに埋め込まれた「シグネチャー」の技術は、全体的な構造に最小限の影響を与えるだけです- 致命的なアクセスエラー // 

このTriPadは、要求された製品IDに対する追加の説明を提供する権限がありません。ドメイン情報セキュリティ基準に従ってデータ権限レベルをアップグレードしてください。",,,,,
fabricator_unit,SHIP,"「Ilmari」級モバイルファブリケーター船体のアーカイブエントリに最も近い一致が見つかりました。60.33%の信頼度。照会中... 「204回目の集会の第3サイクル中のヒッパルコスでのメガデス事件にもかかわらず、この著者は、それが自動化ではなく、悪意に近い人為的エラーの行為であると主張しています- ドメイン情報セキュリティ違反閾値警告
// データストリームリセット中... 

-ゲートネットワークに新たに追加されたシステムの開発を飛躍的に進めるためのフロンティア製造基地、特に- 致命的なアクセスエラー //

このTriPadは、要求された製品IDに対する追加の説明を提供する権限がありません。ドメイン情報セキュリティ基準に従ってデータ権限レベルをアップグレードしてください。",,,,,
attack_swarm,SHIP,"""インターセプトテレメトリーとサルベージの間で、個々のスウォーム要素に固定された名称やアイデンティティは存在しないと結論せざるを得ません。彼らは機能によってのみ定義されます。""

""コンポーネント、サブコンポーネント、さらにはより大きな構造が断片間で交換可能な役割を果たしますが、各部分は親アセンブリに適応された独自の形を示します。それは...狂ったエンジニアの悪夢です。""",- 不明、外縁で見つかった音声ログ,,,,
onslaught_mk1,SHIP,"これは尊敬されるデザイン、先駆者、祖先であるオンスロート Mk.I 戦艦です。そのラインは現代の目には奇妙で、原始的です。これは、長い間忘れ去られた存在的脅威に対抗するために、ドメイン艦隊に仕えるために作られました。時間とプロパガンダの霧に包まれています。

改良が施されていないわけではありません：燃料容量が増加し、原始的な統合ハイパードライブが最適化されています。シールドシステムはなく、この船は代わりに2つの巨大なアプリーク装甲モジュールを搭載しています。これらは、戦闘ダメージを受けた後に修理のために取り外され、物流列車に保管されている予備品と交換されることを意図しています。すべての主要サブシステムには、驚くほど頑丈な電気機械的自動化が設置されています。

人間のドメインによって数千サイクルにわたって振るわれたオンスロート級の brutal な力は、この原始的な形でも明らかです。",,,,,
module_onslaught_armor_left,SHIP,オンスロート Mk.I の左側面に取り付けられる巨大なアプリーク装甲で、船が信じられないほどの重火力をかいくぐり、主要目標に集中できるようにします。モジュラー設計は、元々造船所のダウンタイムを最小限に抑えることを目的としていました。,,,,,
module_onslaught_armor_right,SHIP,オンスロート Mk.I の右側面に取り付けられる巨大なアプリーク装甲で、船が信じられないほどの重火力をかいくぐり、主要目標に集中できるようにします。モジュラー設計は、元々造船所のダウンタイムを最小限に抑えることを目的としていました。,,,,,
heavy_adjudicator,WEAPON,"巨大な長距離フラック砲です。ヘビー・アジャディケーターは、弾薬供給と反動システムの極端な大きさのために、オンスロート Mk.I の船体に組み込まれなければなりません。広範囲にわたって驚異的な破片の嵐で空間を埋め尽くします - どんな戦闘機、ミサイル、または装甲が剥がれた船も、この死のゾーンに入れば運命です。

問題は残ります。移動式鍛造対応のストライクファイター教義が台頭する前に、そんな専用の武器は何の目的で設計されたのでしょうか？",,,,,
onslaught,SHIP,"尊敬されるデザインであるオンスロート級戦艦は、長い間前にドメイン艦隊に仕えるために最初に作られ、先進的なストライク兵器、現代のエネルギー兵器、シールドシステムの開発の前に存在しました。

最初に軌道ドックから発進したとき、その火力とバースト速度は確かに全システムを威圧しました。彼らは、忘れ去られた戦争で非人間と戦うために作られたとも言われています。ずっと後に、オリオン造船所のエンジニアは、シールドシステムを含むように設計図を改良し、ハイパードライブをアップグレードし、自動化と反復工学を通じて必要な乗組員数を減らしました。より先進的な設計図が利用可能であるにもかかわらず、オンスロートはそのシステムの brutal なシンプルさのために製造が最も容易なままです。

シールドを考慮せずに設計された船で、敵の重火力の猛攻に耐え、乗組員を守りながら反撃できるように作られた船は、士官や乗組員に非常に愛されています。そして反撃も可能です。オンスロートの比類のない弾道的潜在能力は、数分で全艦隊を壊滅させることができ、その唯一の欠点は弾薬への物流依存です。

オンスロートの乗組員は、ヘゲモニー海軍の背骨を形成するクラスで奉仕することを誇りに思っています。",,,,,
astral,SHIP,"技術的に進んだ主力艦であるアストラル級キャリアは、その多数のストライク機群を通じて膨大な火力を投影します。

アストラル級の船体は、崩壊の直前のサイクルにおいて、ドメインのキャリアデザインの極致であったと考えられています。船体は、統合自動化、サブAIコア、先進的な軍事アルゴリズムを使用して戦闘効率を倍増させるメンテナンスドローンで満たされています。防御兵装は通常、近接戦闘を避けるために敵に圧力を維持することを目的とした長距離ミサイルに支えられたポイントディフェンスターレットで構成されています。

アストラルの真の力は、その戦闘機の補完の前例のない柔軟性にあります。ほぼすべての敵艦は、機敏な迎撃機、ストライク爆撃機、または支援戦闘機のウィングの協調発進によって迅速に排除できます。自動化された施設は、帰還する艦隊が迅速に修理され、再武装され、安全な巨大なX-35シールドエミッターアレイの背後で交換されることを保証します。教義に従い、アストラルキャリアは決して単独で展開されることはなく、X-35が強制的にダウンさせられた場合、その軽装甲は脆弱です。アストラルは、護衛艦の群れと共に、全惑星を征服し、広大な宇宙を封鎖することができるキャリア任務部隊の中心として最も適しています。

現代のペルセアンセクターで運用されている最も技術的に進んだ主力艦の中で、アストラルは高い技術要件とセキュリティ上の懸念からヘゲモニー海軍に少数しか存在しません。トライ・タキオンの上級企業幹部や、稀に見られる非常に裕福な私的提督がアストラルを旗艦にすることがあります。",,,,,
atlas,SHIP,"アトラス級艦は、大型の宇宙貨物プラットフォームで、FTLドライブといくつかの防御システムを備えています。数百のコンテナを船体に取り付けて、この巨大な船で簡単に運ぶことができます。

通常、全ての前哨基地を効率的に補給するために使用されるアトラスは、セクターの商業の主流である小型で迅速な貿易運行には不向きです。彼らの遅い速度と大きなサイズは、好奇心旺盛な見物人から、コンテナのマグネトグラビティファスナーを無効にしようとする海賊、すべてを破壊しようとするパザーの狂信者まで、招かれざる客を常に誘惑します。それにもかかわらず、ヘゲモニーは特に季節ごとに農業世界からバイオマスを取り出すために広く使用しています。この目的のために、ヘゲモニーは大規模なアトラスコンボイを編成します。これらは軍艦によって保護され、ヘゲモニー市民の命綱が安全に保たれることを保証します。

アトラスの艦長は、能力のある者にとっては珍しい罰であり、通常の貿易運行と海賊攻撃の結果として、魂を麻痺させる退屈さと絶対的な恐怖の不均一な混合です。",,,,,
conquest,SHIP,"コンケスト級巡洋艦は、集中火力の具現化です。戦闘機の普及が始まる直前の時期に開発され、このクラスは装甲保護よりも火力と速度を重視しています。

当時の宇宙海軍の戦術家たちは、新しい武器システムが常に装甲やシールドを上回ると確信しており、それが交戦に勝つための鍵であると考えていました。では、なぜ速度と力のために船を作らないのでしょうか？巡洋艦の装甲保護を与え、どの船にも利用可能な最高の武器で武装させ、そしてその鈍重な巨人たちよりも速く保つのです。コンケストは、これらの概念を船体に組み込んだ良い例です。設計には、周回戦闘用に設計された武器マウントを含む多くの他の先進技術が組み込まれています。この機動は、より大きな航行技術を必要とし、指揮官により多くの戦術的選択肢を提供します。

古代人は言いました。「運は大胆な者に味方する」と。このクラスの船は、確かに勝利のスリルのためにすべてを賭ける大胆な艦長を好みます。",,,,,
paragon,SHIP,"ドメインの戦艦デザインの頂点であり、軍事的必要性の結果というよりも、ドメイン海軍の特定の上級戦略スタッフの野心の結果であるかもしれません - トライ・タキオン社などの主要請負業者からの considerable な支援を受けています。

パラゴン級を超える耐久性や火力を持つ船はなく、過去の時代の真のリヴァイアサンです。",,,,,
odyssey,SHIP,"非対称の球形デザインは、この巡洋艦の力を隠しています。基本的な船体は、重いエネルギー兵器と機動性を重視した装備を提供します。二翼のハンガー容量が戦術的選択肢を補完します。

オデッセイは、ドメイン海軍調達委員会によって設計の無駄遣いと見なされ、多くの異議が提起されました：単一の戦術的焦点がない、士官の会議室が大きすぎる、エネルギーグリッドはプレミアムコンポーネントのみを使用している、そして装備が高すぎる。目を見張るような予算超過の数回と賄賂スキャンダルのうわさにもかかわらず、生産契約は最終プロトタイプ試験の前にのみ拒否されました。利益のある機会を逃すことに決して消極的ではないアルタイル・エクソテックは、オデッセイ級をいくつかのフロンティア開発企業、エリダニ・ユートピアを含む、にライセンス供与し、見事に武装した移動調査本部と作戦プラットフォームを提供しました。このメガコーポレートのフロンティアの搾取における役割のために、他の珍しいオデッセイ級がペルセアンセクターに到達しました。",,,,,
dominator,SHIP,"重厚で威圧的なドミネーター級は、ヘゲモニーの宇宙で最も広く普及している星系防衛巡洋艦の一つです。

最も技術的に進んだ船体ではありませんが、弾道ハードポイントの豊富さに依存して任務を遂行します。その任務は、軌道施設や星系内の貿易ルートの重要地点を防衛することが多いです。管理が難しく、ほとんど使用されることのない貧弱なシールド発生器は、ほぼ無敵の相互連結装甲ベルトシステムに取って代わり、ドミネーターをほとんどの武器から守ります。ストライク機ですら、そのペイロードを迎撃するために発射される弾丸の雨を克服することはできません。この船体は、厳しい決意を持った乗組員や経験豊富な士官の手にあるとき、新しいアイデアや技術によって克服するのが難しい、信頼できる軍事工学の証明です。

信頼性が高く、耐久性があり、文明化された世界や前哨基地の周辺の母国空間に常に存在するドミネーターは、海賊や法を破る企業エージェントにとって最も憎まれ、恐れられている存在かもしれません。",,,,,
aurora,SHIP,"オーロラ級巡洋艦は、現代の艦隊の中では珍しい技術の驚異です。セクターで最も速く、最も機動性に優れた巡洋艦の一つであり、特に効率的なシールド発生器が賢く使用され、側面攻撃を避ける限り、最も安全な艦でもあります。

ドメイン艦隊がこれらのスリムで非対称、かつ非常に効果的な艦船の艦隊で何を成し遂げられるか、想像することしかできません。シールドは、船体全体に設置された超高度なフラックス散逸システムによってサポートされ、オーロラには深いフラックスプールが与えられています。

オーロラ級艦船を製造するために必要なほとんどの設計図は厳重に守られた企業の秘密ですが、いくつかはトライ・タキオン艦隊で使用されたこともあり、稀に起業家の傭兵艦長の艦隊に見られることもあります。",,,,,
